species;biomass;count;year;plot;month;sampling;epitheton;genus;tribus;subfamily;family;order;class;length;feeding_guild;TrapID;replicate;Rep_ID
Adelphocoris lineolatus;39.03079444;2;2010;B2A13;Jul;2010 main suction Jul 1 A;lineolatus;Adelphocoris;NA;;Miridae;Hemiptera;Insecta;8.425;herbivore;2010_B2A13_Jul;A;2010_B2A13_JulA
Braconinae;5.087975514;1;2010;B2A13;Jul;2010 main suction Jul 1 A;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B2A13_Jul;A;2010_B2A13_JulA
Scelionidae;1.416894724;1;2010;B2A13;Jul;2010 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2010_B2A13_Jul;A;2010_B2A13_JulA
Macrosteles laevis;2.842688769;1;2010;B2A13;Jul;2010 main suction Jul 1 B;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B2A13_Jul;A;2010_B2A13_JulA
Longitarsus pratensis;21.29996708;57;2010;B2A13;Jul;2010 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Cheloninae;0.843112406;1;2010;B2A13;Jul;2010 main suction Jul 1 B;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2010_B2A13_Jul;B;2010_B2A13_JulB
Lygus pratensis;42.56567804;4;2010;B2A13;Jul;2010 main suction Jul 1 A;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Plagiognathus chrysanthemi;10.37924649;4;2010;B2A13;Jul;2010 main suction Jul 1 A;chrysanthemi;Plagiognathus;NA;;Miridae;Hemiptera;Insecta;3.6;omnivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Ceraphronidae;0.241616762;1;2010;B2A13;Jul;2010 main suction Jul 1 B;;;NA;;Ceraphronidae;Hymenoptera;Insecta;2.05;predator;2010_B2A13_Jul;B;2010_B2A13_JulB
Aphidiinae;0.572389639;1;2010;B2A13;Jul;2010 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B2A13_Jul;B;2010_B2A13_JulB
Microgasterinae;0.572389639;1;2010;B2A13;Jul;2010 main suction Jul 1 B;;;NA;Microgasterinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B2A13_Jul;B;2010_B2A13_JulB
Orius niger;0.662440064;1;2010;B2A13;Jul;2010 main suction Jul 1 B;niger;Orius;NA;;Anthocoridae;Hemiptera;Insecta;2.025;omnivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Anaceratagallia ribauti;1.757967145;1;2010;B2A13;Jul;2010 main suction Jul 1 A;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Javesella pellucida;5.964222717;2;2010;B2A13;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Euscelis incisus;9.327928525;3;2010;B2A13;Jul;2010 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Adelphocoris lineolatus;19.51539722;1;2010;B2A13;Jul;2010 main suction Jul 1 A;lineolatus;Adelphocoris;NA;;Miridae;Hemiptera;Insecta;8.425;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Macrosteles laevis;5.685377537;2;2010;B2A13;Jul;2010 main suction Jul 1 B;laevis;Macrosteles;NA;;Cicadellidae;Hemiptera;Insecta;3.7;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Lygus rugulipennis;6.209775999;1;2010;B2A13;Jul;2010 main suction Jul 1 B;rugulipennis;Lygus;NA;;Miridae;Hemiptera;Insecta;5.2;omnivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Chlamydatus pullus;0.821007316;1;2010;B2A13;Jul;2010 main suction Jul 1 B;pullus;Chlamydatus;NA;;Miridae;Hemiptera;Insecta;2.216666667;omnivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Longitarsus luridus;0.537274827;1;2010;B2A13;Jul;2010 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Trichosirocalus troglodytes;1.198828313;1;2010;B2A13;Jul;2010 main suction Jul 1 B;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2010_B2A13_Jul;B;2010_B2A13_JulB
Longitarsus pratensis;27.65258885;74;2010;B2A21;Jul;2010 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Halticus apterus;45.37279901;37;2010;B2A21;Jul;2010 main suction Jul 1 B;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Javesella pellucida;38.76744766;13;2010;B2A21;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Protapion nigritarse;0.467560872;1;2010;B2A21;Jul;2010 main suction Jul 1 B;nigritarse;Protapion;NA;;Apionidae;Coleoptera;Insecta;1.75;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Euscelis incisus;9.327928527;3;2010;B2A21;Jul;2010 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Lygus pratensis;42.56567804;4;2010;B2A21;Jul;2010 main suction Jul 1 A;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Polymerus unifasciatus;75.41788223;9;2010;B2A21;Jul;2010 main suction Jul 1 A;unifasciatus;Polymerus;NA;;Miridae;Hemiptera;Insecta;5.9;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Brassicogethes aeneus;1.475368313;2;2010;B2A21;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Helconinae;15.64926308;1;2010;B2A21;Jul;2010 main suction Jul 1 A;;;NA;Helconinae;Braconidae;Hymenoptera;Insecta;8.25;predator;2010_B2A21_Jul;A;2010_B2A21_JulA
Hylesinus varius;0.747367266;2;2010;B2A21;Jul;2010 main suction Jul 1 A;varius;Hylesinus;NA;;Curculionidae;Coleoptera;Insecta;1.6;detritivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Apion frumentarium;2.250093075;1;2010;B2A21;Jul;2010 main suction Jul 1 A;frumentarium;Apion;NA;;Apionidae;Coleoptera;Insecta;3.28;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Longitarsus luridus;2.686374134;5;2010;B2A21;Jul;2010 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Adelphocoris seticornis;14.8088174;1;2010;B2A21;Jul;2010 main suction Jul 1 B;seticornis;Adelphocoris;NA;;Miridae;Hemiptera;Insecta;7.5;omnivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Polymerus nigritus;8.58199588;2;2010;B2A21;Jul;2010 main suction Jul 1 A;nigritus;Polymerus;NA;;Miridae;Hemiptera;Insecta;4.45;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Cryptinae;17.07691208;1;2010;B2A21;Jul;2010 main suction Jul 1 A;;;NA;Cryptinae;Ichneumonidae;Hymenoptera;Insecta;10.5;predator;2010_B2A21_Jul;A;2010_B2A21_JulA
Aphrodes bicinctus;45.94500766;5;2010;B2A21;Jul;2010 main suction Jul 1 A;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Anaceratagallia ribauti;3.515934291;2;2010;B2A21;Jul;2010 main suction Jul 1 B;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Sitona sulcifrons;2.646757662;1;2010;B2A21;Jul;2010 main suction Jul 1 A;sulcifrons;Sitona;NA;;Curculionidae;Coleoptera;Insecta;3.5;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Eupteryx notata;2.091736747;2;2010;B2A21;Jul;2010 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Rhinoncus pericarpius;3.451873387;2;2010;B2A21;Jul;2010 main suction Jul 1 B;pericarpius;Rhinoncus;NA;;Curculionidae;Coleoptera;Insecta;2.95;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Orthocephalus saltator;4.464603535;1;2010;B2A21;Jul;2010 main suction Jul 1 B;saltator;Orthocephalus;NA;;Miridae;Hemiptera;Insecta;4.525;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Adelphocoris lineolatus;39.03079443;2;2010;B2A21;Jul;2010 main suction Jul 1 B;lineolatus;Adelphocoris;NA;;Miridae;Hemiptera;Insecta;8.425;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Scelionidae;1.416894724;1;2010;B2A21;Jul;2010 main suction Jul 1 A;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2010_B2A21_Jul;A;2010_B2A21_JulA
Alysiinae;0.905475714;1;2010;B2A21;Jul;2010 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B2A21_Jul;A;2010_B2A21_JulA
Ips transversa;0.652944126;1;2010;B2A21;Jul;2010 main suction Jul 1 A;transversa;Ips;NA;;Curculionidae;Coleoptera;Insecta;2;detritivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Apion cruentatum;1.800032134;1;2010;B2A21;Jul;2010 main suction Jul 1 B;cruentatum;Apion;NA;;Apionidae;Coleoptera;Insecta;3;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Sitona hispidulus;3.696170856;1;2010;B2A21;Jul;2010 main suction Jul 1 B;hispidulus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Braconinae;5.087975515;1;2010;B2A21;Jul;2010 main suction Jul 1 A;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B2A21_Jul;A;2010_B2A21_JulA
Pteromalidae;16.55328519;1;2010;B2A21;Jul;2010 main suction Jul 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B2A21_Jul;A;2010_B2A21_JulA
Sitona humeralis;4.301309706;1;2010;B2A21;Jul;2010 main suction Jul 1 A;humeralis;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4.25;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Megophthalmus scanica;1.792831263;1;2010;B2A21;Jul;2010 main suction Jul 1 A;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2010_B2A21_Jul;A;2010_B2A21_JulA
Longitarsus pratensis;26.15785431;70;2010;B2A21;Jul;2010 main suction Jul 1 B;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Ips transversa;2.611776504;4;2010;B2A21;Jul;2010 main suction Jul 1 A;transversa;Ips;NA;;Curculionidae;Coleoptera;Insecta;2;detritivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Polymerus unifasciatus;58.65835285;7;2010;B2A21;Jul;2010 main suction Jul 1 B;unifasciatus;Polymerus;NA;;Miridae;Hemiptera;Insecta;5.9;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Javesella pellucida;14.91055679;5;2010;B2A21;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Halticus apterus;35.56246409;29;2010;B2A21;Jul;2010 main suction Jul 1 B;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Megophthalmus scanica;8.964156314;5;2010;B2A21;Jul;2010 main suction Jul 1 A;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Anaceratagallia ribauti;1.757967146;1;2010;B2A21;Jul;2010 main suction Jul 1 B;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Erigone dentipalpis;1.681415259;1;2010;B2A21;Jul;2010 main suction Jul 1 A;dentipalpis;Erigone;NA;;Linyphiidae;Araneae;Arachnida;2.32;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Longitarsus luridus;3.760923786;7;2010;B2A21;Jul;2010 main suction Jul 1 A;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Microlinyphia pusilla;6.745071999;1;2010;B2A21;Jul;2010 main suction Jul 1 B;pusilla;Microlinyphia;NA;;Linyphiidae;Araneae;Arachnida;3.94;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Ceraphronidae;0.241616762;1;2010;B2A21;Jul;2010 main suction Jul 1 B;;;NA;;Ceraphronidae;Hymenoptera;Insecta;2.05;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Brassicogethes aeneus;2.21305247;3;2010;B2A21;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Lygus pratensis;21.28283902;2;2010;B2A21;Jul;2010 main suction Jul 1 A;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Didineis lunicornis;9.847541704;1;2010;B2A21;Jul;2010 main suction Jul 1 A;lunicornis;Didineis;NA;;Crabronidae;Hymenoptera;Insecta;6.63;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Cortinicara gibbosa;0.244323227;1;2010;B2A21;Jul;2010 main suction Jul 1 A;gibbosa;Cortinicara;NA;;Latridiidae;Coleoptera;Insecta;1.35;detritivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Euscelis incisus;6.218619017;2;2010;B2A21;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Eupteryx notata;2.091736747;2;2010;B2A21;Jul;2010 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Aphrodes bicinctus;55.13400919;6;2010;B2A21;Jul;2010 main suction Jul 1 A;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Enicmus histrio;0.403577871;1;2010;B2A21;Jul;2010 main suction Jul 1 A;histrio;Enicmus;NA;;Latridiidae;Coleoptera;Insecta;1.65;detritivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Braconinae;5.087975515;1;2010;B2A21;Jul;2010 main suction Jul 1 A;;;NA;Braconinae;Braconidae;Hymenoptera;Insecta;5.5;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Rhinoncus pericarpius;1.725936693;1;2010;B2A21;Jul;2010 main suction Jul 1 B;pericarpius;Rhinoncus;NA;;Curculionidae;Coleoptera;Insecta;2.95;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Erigone atra;1.624981684;1;2010;B2A21;Jul;2010 main suction Jul 1 B;atra;Erigone;NA;;Linyphiidae;Araneae;Arachnida;2.29;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Pachygnatha degeeri;10.13432786;2;2010;B2A21;Jul;2010 main suction Jul 1 B;degeeri;Pachygnatha;NA;;Tetragnathidae;Araneae;Arachnida;3.55;predator;2010_B2A21_Jul;B;2010_B2A21_JulB
Sitona hispidulus;3.696170856;1;2010;B2A21;Jul;2010 main suction Jul 1 B;hispidulus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2010_B2A21_Jul;B;2010_B2A21_JulB
Javesella pellucida;92.44545211;31;2010;B2A22;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Halticus apterus;12.26291865;10;2010;B2A22;Jul;2010 main suction Jul 1 B;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Adelphocoris seticornis;44.4264522;3;2010;B2A22;Jul;2010 main suction Jul 1 B;seticornis;Adelphocoris;NA;;Miridae;Hemiptera;Insecta;7.5;omnivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Cheloninae;0.843112406;1;2010;B2A22;Jul;2010 main suction Jul 1 A;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2010_B2A22_Jul;A;2010_B2A22_JulA
Pachygnatha degeeri;10.13432786;2;2010;B2A22;Jul;2010 main suction Jul 1 B;degeeri;Pachygnatha;NA;;Tetragnathidae;Araneae;Arachnida;3.55;predator;2010_B2A22_Jul;A;2010_B2A22_JulA
Euscelis incisus;18.65585705;6;2010;B2A22;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Brassicogethes aeneus;1.475368313;2;2010;B2A22;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Longitarsus luridus;2.686374134;5;2010;B2A22;Jul;2010 main suction Jul 1 A;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Plagiognathus chrysanthemi;2.594811621;1;2010;B2A22;Jul;2010 main suction Jul 1 B;chrysanthemi;Plagiognathus;NA;;Miridae;Hemiptera;Insecta;3.6;omnivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Ischnopterapion virens;0.612881572;1;2010;B2A22;Jul;2010 main suction Jul 1 A;virens;Ischnopterapion;NA;;Apionidae;Coleoptera;Insecta;1.95;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Alysiinae;1.810951428;2;2010;B2A22;Jul;2010 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B2A22_Jul;A;2010_B2A22_JulA
Rhinoncus pericarpius;1.725936693;1;2010;B2A22;Jul;2010 main suction Jul 1 A;pericarpius;Rhinoncus;NA;;Curculionidae;Coleoptera;Insecta;2.95;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Ceraphronidae;0.241616762;1;2010;B2A22;Jul;2010 main suction Jul 1 B;;;NA;;Ceraphronidae;Hymenoptera;Insecta;2.05;predator;2010_B2A22_Jul;A;2010_B2A22_JulA
Squamapion cineraceum;0.652944126;1;2010;B2A22;Jul;2010 main suction Jul 1 A;cineraceum;Squamapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Anoscopus serratulae;6.551961624;2;2010;B2A22;Jul;2010 main suction Jul 1 A;serratulae;Anoscopus;NA;;Cicadellidae;Hemiptera;Insecta;3.926666667;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Longitarsus noricus;1.118210726;1;2010;B2A22;Jul;2010 main suction Jul 1 A;noricus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;2.48;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Orthocephalus coriaceus;5.135532196;1;2010;B2A22;Jul;2010 main suction Jul 1 B;coriaceus;Orthocephalus;NA;;Miridae;Hemiptera;Insecta;4.8;herbivore;2010_B2A22_Jul;A;2010_B2A22_JulA
Erigone dentipalpis;1.681415259;1;2010;B2A22;Jul;2010 main suction Jul 1 A;dentipalpis;Erigone;NA;;Linyphiidae;Araneae;Arachnida;2.32;predator;2010_B2A22_Jul;A;2010_B2A22_JulA
Javesella pellucida;65.60644989;22;2010;B2A22;Jul;2010 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Halticus apterus;13.48921052;11;2010;B2A22;Jul;2010 main suction Jul 1 A;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Euscelis incisus;12.43723804;4;2010;B2A22;Jul;2010 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Longitarsus noricus;2.236421452;2;2010;B2A22;Jul;2010 main suction Jul 1 A;noricus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;2.48;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Brassicogethes aeneus;0.737684157;1;2010;B2A22;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Ips transversa;0.652944126;1;2010;B2A22;Jul;2010 main suction Jul 1 A;transversa;Ips;NA;;Curculionidae;Coleoptera;Insecta;2;detritivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Pteromalidae;16.55328519;1;2010;B2A22;Jul;2010 main suction Jul 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2010_B2A22_Jul;B;2010_B2A22_JulB
Plagiognathus chrysanthemi;2.594811621;1;2010;B2A22;Jul;2010 main suction Jul 1 A;chrysanthemi;Plagiognathus;NA;;Miridae;Hemiptera;Insecta;3.6;omnivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Longitarsus luridus;1.074549653;2;2010;B2A22;Jul;2010 main suction Jul 1 A;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Sitona hispidulus;3.696170856;1;2010;B2A22;Jul;2010 main suction Jul 1 B;hispidulus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Aphidiinae;0.572389639;1;2010;B2A22;Jul;2010 main suction Jul 1 A;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2010_B2A22_Jul;B;2010_B2A22_JulB
Alysiinae;0.905475714;1;2010;B2A22;Jul;2010 main suction Jul 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2010_B2A22_Jul;B;2010_B2A22_JulB
Sitona lineatus;3.696170856;1;2010;B2A22;Jul;2010 main suction Jul 1 A;lineatus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Eulophidae;0.096776809;1;2010;B2A22;Jul;2010 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B2A22_Jul;B;2010_B2A22_JulB
Mymaridae;0.006147203;1;2010;B2A22;Jul;2010 main suction Jul 1 B;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2010_B2A22_Jul;B;2010_B2A22_JulB
Ischnopterapion virens;0.612881572;1;2010;B2A22;Jul;2010 main suction Jul 1 B;virens;Ischnopterapion;NA;;Apionidae;Coleoptera;Insecta;1.95;herbivore;2010_B2A22_Jul;B;2010_B2A22_JulB
Nabis pseudoferus;14.8088174;1;2010;B3A19;Jul;2010 main suction Jul 1 A;pseudoferus;Nabis;NA;;Nabidae;Hemiptera;Insecta;7.5;predator;2010_B3A19_Jul;A;2010_B3A19_JulA
Euscelis incisus;9.327928524;3;2010;B3A19;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B3A19_Jul;A;2010_B3A19_JulA
Eulophidae;0.096776809;1;2010;B3A19;Jul;2010 main suction Jul 1 A;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2010_B3A19_Jul;A;2010_B3A19_JulA
Plagiognathus chrysanthemi;2.594811621;1;2010;B3A19;Jul;2010 main suction Jul 1 A;chrysanthemi;Plagiognathus;NA;;Miridae;Hemiptera;Insecta;3.6;omnivore;2010_B3A19_Jul;A;2010_B3A19_JulA
Javesella pellucida;5.964222716;2;2010;B3A19;Jul;2010 main suction Jul 1 A;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B3A19_Jul;A;2010_B3A19_JulA
Javesella pellucida;11.92844543;4;2010;B3A19;Jul;2010 main suction Jul 1 A;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
Emelyanoviana mollicula;2.010424871;1;2010;B3A19;Jul;2010 main suction Jul 1 A;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
Lygus pratensis;10.64141951;1;2010;B3A19;Jul;2010 main suction Jul 1 A;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
Euscelis incisus;9.327928525;3;2010;B3A19;Jul;2010 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
Longitarsus luridus;0.537274827;1;2010;B3A19;Jul;2010 main suction Jul 1 A;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
Eupteryx notata;1.045868373;1;2010;B3A19;Jul;2010 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
Erigone dentipalpis;1.681415259;1;2010;B3A19;Jul;2010 main suction Jul 1 B;dentipalpis;Erigone;NA;;Linyphiidae;Araneae;Arachnida;2.32;predator;2010_B3A19_Jul;B;2010_B3A19_JulB
Nabis pseudoferus;14.8088174;1;2010;B3A19;Jul;2010 main suction Jul 1 B;pseudoferus;Nabis;NA;;Nabidae;Hemiptera;Insecta;7.5;predator;2010_B3A19_Jul;B;2010_B3A19_JulB
Brassicogethes aeneus;2.21305247;3;2010;B3A19;Jul;2010 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2010_B3A19_Jul;B;2010_B3A19_JulB
